,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSDARG00000095102,81.75417326,2.251463519,0.523887817,4.297606177,1.73E-05,0.000544823
ENSDARG00000010083,39.84655211,2.252808323,0.747852912,3.01236819,0.00259218,0.031104704
ENSDARG00000075265,73.94092546,2.253620777,0.660890529,3.409975902,0.000649686,0.010384129
ENSDARG00000031422,18.23169346,2.255650857,0.793385951,2.843068816,0.004468142,0.047512874
ENSDARG00000071685,435.3045675,2.256510992,0.539850827,4.179878738,2.92E-05,0.000845551
ENSDARG00000110288,287.8697805,2.257092121,0.473004355,4.771821016,1.83E-06,8.58E-05
ENSDARG00000017369,47.66059755,2.257559653,0.769148281,2.935142297,0.003333948,0.037780619
ENSDARG00000071159,16.85408554,2.258508287,0.708440075,3.188001874,0.001432596,0.019503186
ENSDARG00000092878,25.14090642,2.258985654,0.677433229,3.334624811,0.000854146,0.012887479
ENSDARG00000012945,99.52499861,2.259125953,0.526277089,4.292654956,1.77E-05,0.000553041
ENSDARG00000070702,412.0035231,2.259141071,0.604377976,3.737960615,0.000185519,0.003914584
ENSDARG00000105529,23.8128027,2.261979024,0.78143614,2.894643476,0.003795894,0.041884038
ENSDARG00000097782,14.09730913,2.26439375,0.785710721,2.881968759,0.003951989,0.043117189
ENSDARG00000016541,256.6429628,2.270020161,0.506423586,4.48245347,7.38E-06,0.000269205
ENSDARG00000096618,56.82017908,2.270311265,0.692697204,3.277494485,0.001047328,0.015140255
ENSDARG00000061520,56.11954399,2.27313099,0.681954969,3.333256731,0.000858357,0.012923679
ENSDARG00000055226,378.3246936,2.273651327,0.579146222,3.925867493,8.64E-05,0.002088986
ENSDARG00000092653,107.588811,2.274254492,0.606581102,3.749299946,0.000177329,0.003775076
ENSDARG00000000906,621.9622722,2.27490637,0.597616884,3.806630016,0.000140873,0.00314284
ENSDARG00000102211,14.54226878,2.275347275,0.725611082,3.135766987,0.001714053,0.022496728
ENSDARG00000061885,29.3732764,2.276556457,0.662481266,3.436408808,0.000589481,0.009620092
ENSDARG00000099761,25.79579848,2.277657421,0.798506978,2.852395138,0.004339113,0.046534602
ENSDARG00000074149,233.9384501,2.277850707,0.534393592,4.262496298,2.02E-05,0.00062232
ENSDARG00000079972,60.39993452,2.2840181,0.483207925,4.726781128,2.28E-06,0.000102961
ENSDARG00000077907,128.060196,2.284179248,0.601290384,3.798795575,0.000145401,0.003220345
ENSDARG00000041644,36.18800091,2.286200887,0.762559396,2.998062705,0.002717018,0.032134103
ENSDARG00000056239,50.77915161,2.286945184,0.670041455,3.413139837,0.00064219,0.010307315
ENSDARG00000014340,61.843467,2.290249842,0.758493277,3.019472829,0.00253215,0.030624845
ENSDARG00000077641,169.1831314,2.290672887,0.771706556,2.968321143,0.002994313,0.034685072
ENSDARG00000017565,51.9364775,2.290760188,0.472231645,4.850924776,1.23E-06,6.13E-05
ENSDARG00000058943,67.20019038,2.290789406,0.681836989,3.359731785,0.000780182,0.011939906
ENSDARG00000018787,94.0147605,2.292163265,0.517404377,4.430119586,9.42E-06,0.000330328
ENSDARG00000091727,15.41273781,2.29278988,0.68688951,3.337931132,0.000844047,0.01277113
ENSDARG00000012405,9150.569259,2.294075723,0.630427484,3.638920859,0.000273783,0.005272354
ENSDARG00000095673,128.0997262,2.295767285,0.732716777,3.133226038,0.001728962,0.022652266
ENSDARG00000093857,201.2930929,2.295961038,0.763760301,3.006127753,0.002645978,0.031573174
ENSDARG00000071001,25.71002532,2.296206108,0.700834944,3.276386441,0.001051446,0.015179274
ENSDARG00000074782,117.5965621,2.296233132,0.452949084,5.069517114,3.99E-07,2.49E-05
ENSDARG00000077497,56.84534292,2.296540035,0.80205815,2.863308646,0.00419242,0.045346989
ENSDARG00000094418,11.71921337,2.296731838,0.80640792,2.848101785,0.004398086,0.047001519
ENSDARG00000069630,22.58899439,2.298006684,0.789630629,2.910229923,0.00361163,0.04025612
ENSDARG00000093405,38.98996989,2.301339922,0.718706673,3.202057261,0.001364499,0.018786004
ENSDARG00000005541,54.48243709,2.305569658,0.797710384,2.89023398,0.003849552,0.042260118
ENSDARG00000088157,39.00457,2.30587946,0.709963541,3.247884331,0.001162665,0.0164806
ENSDARG00000089995,15.15103717,2.306819639,0.688068044,3.352603947,0.000800552,0.012234146
ENSDARG00000042018,441.1938625,2.310437966,0.660176604,3.499727123,0.000465735,0.008074873
ENSDARG00000040528,4318.757894,2.314058047,0.57280216,4.039890574,5.35E-05,0.001391876
ENSDARG00000021539,149.4564593,2.314783004,0.788291135,2.936456977,0.003319849,0.037660744
ENSDARG00000101721,14.32649289,2.315228976,0.772592617,2.99670088,0.002729184,0.032242343
ENSDARG00000093102,21.25857387,2.316380101,0.652314446,3.551017635,0.000383745,0.006876229
ENSDARG00000114649,29.47746025,2.317281392,0.62545776,3.704936675,0.000211444,0.004349841
ENSDARG00000020884,23.30821147,2.317611582,0.7061906,3.281849946,0.001031285,0.01496902
ENSDARG00000098024,406.8268227,2.317919808,0.609170713,3.805041443,0.00014178,0.003149941
ENSDARG00000002507,71.5016976,2.318144819,0.642481935,3.608108951,0.000308437,0.005798778
ENSDARG00000095400,63.2137222,2.318268233,0.620240425,3.737692901,0.000185717,0.003914584
ENSDARG00000041959,969.7668742,2.318756645,0.499947882,4.637996741,3.52E-06,0.000148751
ENSDARG00000020007,7796.195513,2.319934224,0.599133008,3.87215225,0.000107879,0.002508762
ENSDARG00000099609,9.077112249,2.320335789,0.811333091,2.859905279,0.004237676,0.045767324
ENSDARG00000100599,201.7975732,2.320584293,0.626576436,3.703593305,0.000212567,0.004368751
ENSDARG00000078404,239.186396,2.320732253,0.728539107,3.185460095,0.00144524,0.019619871
ENSDARG00000018971,140.7815115,2.320851908,0.514157753,4.513890715,6.36E-06,0.000243173
ENSDARG00000055504,2238.289856,2.321653724,0.400474418,5.797258494,6.74E-09,9.19E-07
ENSDARG00000052515,245.680352,2.325922021,0.425641541,5.464508978,4.64E-08,4.23E-06
ENSDARG00000093748,942.4709078,2.32829477,0.519333713,4.483234409,7.35E-06,0.000269205
ENSDARG00000008060,130.6322082,2.329688426,0.630042743,3.697667267,0.00021759,0.004450273
ENSDARG00000016695,24.23689277,2.329733309,0.652719236,3.569273249,0.000357973,0.006529267
ENSDARG00000060813,35.43324742,2.334587813,0.731765935,3.190347763,0.001421017,0.019389449
ENSDARG00000079795,8.731302647,2.335184275,0.811843742,2.876396224,0.004022444,0.043752007
ENSDARG00000105008,9.81519699,2.335247882,0.788465711,2.961762128,0.00305884,0.035256125
ENSDARG00000069441,21.55585162,2.335257127,0.632678931,3.691061947,0.00022332,0.004515998
ENSDARG00000097793,6.856856293,2.335465685,0.786923056,2.967845033,0.002998955,0.034720043
ENSDARG00000091970,21.88882767,2.338955202,0.79596283,2.93852315,0.0032978,0.037490137
ENSDARG00000069978,80.43727695,2.339134267,0.418397812,5.590694312,2.26E-08,2.38E-06
ENSDARG00000076673,614.5239678,2.341284007,0.643735638,3.637027173,0.000275803,0.005301709
ENSDARG00000055290,847.8252832,2.34346278,0.410680444,5.706292609,1.15E-08,1.40E-06
ENSDARG00000026052,9.257693125,2.343495496,0.823116083,2.84710206,0.004411922,0.047102326
ENSDARG00000045748,119.5100709,2.347158358,0.666985274,3.51905574,0.000433086,0.007588754
ENSDARG00000102981,10.86409084,2.347266707,0.825284965,2.84418935,0.004452458,0.047416793
ENSDARG00000078363,48.41974781,2.347551888,0.582448548,4.030488008,5.57E-05,0.001439989
ENSDARG00000092361,65.60027491,2.348264779,0.671704431,3.495979287,0.000472325,0.008175891
ENSDARG00000095843,15.63641512,2.3493236,0.669459913,3.509281964,0.000449318,0.00783469
ENSDARG00000025254,4085.866409,2.350553166,0.58819145,3.996238244,6.44E-05,0.001631419
ENSDARG00000101170,33.46661795,2.352688163,0.741442027,3.173124905,0.001508076,0.020318194
ENSDARG00000115956,302.1066996,2.354023528,0.713757474,3.298071984,0.000973512,0.01425663
ENSDARG00000013613,76.16394316,2.354434524,0.523744538,4.495387261,6.94E-06,0.000259745
ENSDARG00000079199,20.63741652,2.355734685,0.78504248,3.000773519,0.002692948,0.031973954
ENSDARG00000027966,36.066859,2.358307384,0.643728552,3.663512171,0.00024878,0.004914734
ENSDARG00000045561,283.0303325,2.360253731,0.375733097,6.281729639,3.35E-10,7.62E-08
ENSDARG00000056680,85.22685191,2.361750561,0.741850618,3.18359317,0.001454593,0.01972181
ENSDARG00000097031,121.8117482,2.361758492,0.467427959,5.052668433,4.36E-07,2.65E-05
ENSDARG00000055560,30.70424119,2.362106144,0.658326217,3.588048118,0.000333163,0.006171444
ENSDARG00000095136,9.078273716,2.362386623,0.823937598,2.867191191,0.004141327,0.04490811
ENSDARG00000079553,292.2523896,2.362964133,0.515813388,4.581044597,4.63E-06,0.000188186
ENSDARG00000086539,61.53487673,2.363261068,0.649708084,3.637419827,0.000275383,0.005298396
ENSDARG00000103077,22.5321759,2.363415178,0.691773606,3.416457576,0.000634415,0.010205503
ENSDARG00000104022,11.26132674,2.364467482,0.794439203,2.97627241,0.002917756,0.034019281
ENSDARG00000052741,157.6079526,2.365345013,0.480094791,4.926829154,8.36E-07,4.49E-05
ENSDARG00000117312,113.2894034,2.365451409,0.699135891,3.383392898,0.000715961,0.01117286
ENSDARG00000095609,10.14775575,2.36586978,0.787557405,3.004060104,0.002664027,0.031753123
ENSDARG00000109358,172.3065825,2.366442346,0.833459383,2.839301342,0.004521244,0.047863439
ENSDARG00000059410,12.36108133,2.367781006,0.832745473,2.843342995,0.0044643,0.047495622
ENSDARG00000089362,172.693756,2.368532785,0.576273696,4.110083113,3.96E-05,0.001089071
ENSDARG00000061242,1499.983149,2.376742267,0.572188336,4.153776158,3.27E-05,0.000927967
ENSDARG00000017128,788.377131,2.376920917,0.506996352,4.688240675,2.76E-06,0.000122273
ENSDARG00000055186,849.3188853,2.378590503,0.451338516,5.270080929,1.36E-07,1.01E-05
ENSDARG00000038107,19.50035331,2.379345951,0.808441974,2.943125204,0.00324917,0.03704652
ENSDARG00000077308,87.75808717,2.380426008,0.579420838,4.108285123,3.99E-05,0.001096172
ENSDARG00000005481,582.9153549,2.380477225,0.427149809,5.572932908,2.50E-08,2.61E-06
ENSDARG00000068263,16.32137601,2.382908764,0.805096361,2.959780814,0.00307858,0.035411944
ENSDARG00000117338,8.730825926,2.383209384,0.79428288,3.000454176,0.002695773,0.031973954
ENSDARG00000077231,209.4534224,2.385664318,0.64616654,3.692027007,0.000222474,0.004511685
ENSDARG00000117484,5.337579278,2.385675615,0.839510725,2.841745249,0.004486733,0.04765256
ENSDARG00000060410,64.20677776,2.386457948,0.809438783,2.948287133,0.003195401,0.036539609
ENSDARG00000098720,11.79605883,2.389028666,0.837384176,2.852966099,0.004331324,0.046519138
ENSDARG00000010008,2372.029292,2.390185952,0.762272137,3.135607135,0.001714988,0.022496728
ENSDARG00000019564,217.9693981,2.393024173,0.598291581,3.999762402,6.34E-05,0.001611133
ENSDARG00000079009,683.2347837,2.393528102,0.651250948,3.675277726,0.000237591,0.004741843
ENSDARG00000058546,21.81187131,2.394510729,0.760521983,3.148509552,0.001641054,0.021848377
ENSDARG00000087999,453.0651091,2.395192847,0.785198756,3.050428733,0.002285149,0.028227924
ENSDARG00000104665,2896.383364,2.399269468,0.532303724,4.507331738,6.56E-06,0.000249086
ENSDARG00000117335,24.91890926,2.400029699,0.77891993,3.081227746,0.002061489,0.025913959
ENSDARG00000088051,13.20439962,2.4004104,0.822506559,2.918408825,0.003518227,0.039389051
ENSDARG00000092726,14.02269942,2.401880909,0.796632411,3.015042919,0.002569429,0.030935809
ENSDARG00000057262,153.1979913,2.401963397,0.78142603,3.073820561,0.002113365,0.026426327
ENSDARG00000103117,84.70137153,2.402111375,0.769885021,3.120091067,0.001807951,0.02351123
ENSDARG00000104649,34.51471687,2.402568133,0.606681185,3.960182373,7.49E-05,0.001864169
ENSDARG00000026165,297.8015198,2.402940732,0.682135893,3.522671591,0.00042722,0.007504417
ENSDARG00000010514,15.42254261,2.403632761,0.761100667,3.15810098,0.001588005,0.02124789
ENSDARG00000104399,336.8708214,2.403852428,0.719108684,3.342822138,0.00082931,0.012598848
ENSDARG00000071250,13.14862116,2.404115314,0.801226232,3.000544936,0.00269497,0.031973954
ENSDARG00000013749,78.77672285,2.406145689,0.801393725,3.00245137,0.002678148,0.031868169
ENSDARG00000077412,15.17015726,2.406784745,0.678729039,3.546017048,0.000391101,0.006973003
ENSDARG00000111097,9.804276351,2.407163844,0.813494367,2.95904181,0.003085972,0.035468203
ENSDARG00000004789,28.70913955,2.407369805,0.836864217,2.876655205,0.004019145,0.043752007
ENSDARG00000044010,171.1915121,2.408088121,0.709903258,3.392135612,0.000693501,0.010885881
ENSDARG00000052088,100.6233652,2.409082049,0.715737922,3.365871745,0.000763022,0.011778392
ENSDARG00000043010,117.9299463,2.409281386,0.531730477,4.531019925,5.87E-06,0.000226284
ENSDARG00000061736,70.06520299,2.410299929,0.598504864,4.027201907,5.64E-05,0.001454978
ENSDARG00000086826,108.667555,2.412247259,0.572641001,4.212494833,2.53E-05,0.000747327
ENSDARG00000088255,6.940407946,2.412713235,0.805921834,2.993731072,0.002755887,0.032450308
ENSDARG00000014427,979.6822116,2.414172175,0.569869898,4.236356723,2.27E-05,0.000683131
ENSDARG00000012824,93.82083824,2.414697309,0.743190708,3.249095128,0.001157728,0.016432677
ENSDARG00000102138,9.614477743,2.418785233,0.820951435,2.946319514,0.0032158,0.036733608
ENSDARG00000111837,18.15692418,2.418846432,0.816758424,2.96152003,0.003061246,0.035256125
ENSDARG00000095297,9.783508203,2.419924391,0.83661729,2.892510614,0.003821763,0.042055727
ENSDARG00000045391,32.272146,2.421307081,0.655535625,3.693631571,0.000221074,0.004491813
ENSDARG00000077559,160.18794,2.421949893,0.65108621,3.71986053,0.000199333,0.004144534
ENSDARG00000103702,9.295954112,2.422389901,0.855703017,2.830876895,0.004642058,0.048900462
ENSDARG00000097217,15.56469465,2.422962103,0.710611156,3.409687677,0.000650373,0.010384129
ENSDARG00000026236,25.70367293,2.423133066,0.697676612,3.473146475,0.000514395,0.008741439
ENSDARG00000052705,245.6563874,2.423992848,0.745407489,3.251902998,0.001146351,0.016305183
ENSDARG00000068856,8.562321814,2.424920945,0.805448569,3.010646538,0.002606921,0.031229048
ENSDARG00000030402,29.42939252,2.425172327,0.729479271,3.32452535,0.000885692,0.013214349
ENSDARG00000086158,7.995778275,2.426311623,0.832639167,2.914001309,0.003568284,0.039886854
ENSDARG00000092141,7.428558353,2.427269622,0.853026916,2.845478352,0.004434477,0.047255823
ENSDARG00000111240,155.6345341,2.429256578,0.811429378,2.993799145,0.002755273,0.032450308
ENSDARG00000093193,49.99609974,2.430755716,0.652868187,3.723195222,0.000196717,0.004102112
ENSDARG00000102097,347.7100609,2.431114542,0.482241983,5.041275185,4.62E-07,2.79E-05
ENSDARG00000052618,36.50421604,2.431529303,0.775740969,3.134460343,0.001721705,0.022571007
ENSDARG00000002483,5.216915641,2.433531147,0.826880462,2.943026541,0.003250206,0.03704652
ENSDARG00000028346,39.96920328,2.434800022,0.594901376,4.092779272,4.26E-05,0.001154337
ENSDARG00000033953,16.13340101,2.435195059,0.699804732,3.479820796,0.000501749,0.008574222
ENSDARG00000040432,311.3340197,2.435618438,0.560242405,4.347436784,1.38E-05,0.000454768
ENSDARG00000079903,68.15418076,2.438702281,0.581766451,4.19189226,2.77E-05,0.00080856
ENSDARG00000079399,19.05254009,2.439068511,0.732216392,3.331076083,0.00086511,0.012997906
ENSDARG00000033355,87.36586493,2.439293276,0.777083721,3.13903536,0.00169505,0.022304282
ENSDARG00000076257,3.944161403,2.441634635,0.85382425,2.859645454,0.004241149,0.045781724
ENSDARG00000105040,115.195556,2.44194526,0.793422553,3.077736133,0.002085795,0.026158023
ENSDARG00000062811,14.80283763,2.441972145,0.716405934,3.408643102,0.000652868,0.010416195
ENSDARG00000075757,1435.634845,2.442046347,0.576514356,4.235881242,2.28E-05,0.000683131
ENSDARG00000057035,129.2787794,2.442941801,0.576919272,4.234460379,2.29E-05,0.000685541
ENSDARG00000086874,32.91077472,2.443823799,0.494872575,4.938289008,7.88E-07,4.29E-05
ENSDARG00000091954,9.314284575,2.443927436,0.832127139,2.936963981,0.003314426,0.037619174
ENSDARG00000040251,1578.011542,2.444184803,0.453284644,5.39216326,6.96E-08,5.86E-06
ENSDARG00000101816,128.3200797,2.444225725,0.783671445,3.118941923,0.001815017,0.023577593
ENSDARG00000058780,42.86360625,2.445813845,0.743015036,3.291742058,0.000995689,0.014531217
ENSDARG00000062135,4.78798471,2.447019454,0.83112717,2.944217857,0.00323772,0.036964258
ENSDARG00000105614,40.32934774,2.447133914,0.65072891,3.760604266,0.000169503,0.003633793
ENSDARG00000108649,11.9508486,2.447427878,0.848777012,2.883475687,0.00393313,0.04297718
ENSDARG00000103769,22.83437831,2.450124404,0.782360853,3.131706288,0.001737936,0.022714203
ENSDARG00000114852,8.912352058,2.451771034,0.786266416,3.118244636,0.001819317,0.02358295
ENSDARG00000005327,15.99644891,2.451815891,0.856335063,2.863150181,0.004194517,0.045346989
ENSDARG00000062222,139.4784506,2.453809595,0.603752844,4.064261758,4.82E-05,0.001272731
ENSDARG00000026820,234.5561389,2.454306477,0.659048723,3.724013705,0.00019608,0.004092817
ENSDARG00000053498,22.84848632,2.45753546,0.817099949,3.007631396,0.002632923,0.031487637
ENSDARG00000086623,39.27047083,2.457996605,0.533206891,4.609836532,4.03E-06,0.000166869
ENSDARG00000079575,28.00482147,2.458327893,0.595169216,4.130468823,3.62E-05,0.001012946
ENSDARG00000099137,324.381053,2.460695105,0.637662338,3.858931221,0.000113884,0.002630141
ENSDARG00000092759,36.61750396,2.461508644,0.72019641,3.417829649,0.000631226,0.010161836
ENSDARG00000101878,10.14854116,2.461622679,0.848006593,2.902834364,0.003698022,0.041036916
ENSDARG00000058252,18.23947798,2.462929968,0.796748657,3.091225756,0.00199332,0.025211807
ENSDARG00000058556,339.1956244,2.463284021,0.851643537,2.892388557,0.003823248,0.042055727
ENSDARG00000015123,91.78820504,2.463649879,0.672357184,3.664198045,0.000248115,0.004910652
ENSDARG00000024815,1638.273298,2.464648997,0.609428349,4.044198145,5.25E-05,0.001368199
ENSDARG00000074656,1121.771062,2.465073178,0.474499777,5.195098704,2.05E-07,1.44E-05
ENSDARG00000052656,21.12534146,2.465932805,0.722227538,3.41434337,0.000639359,0.010269591
ENSDARG00000077588,15.18642452,2.466205482,0.73389595,3.360429338,0.000778214,0.011931536
ENSDARG00000114992,14.83281399,2.467611562,0.765251118,3.224577534,0.001261587,0.01757269
ENSDARG00000096933,17.88946293,2.468058499,0.772748591,3.193869944,0.001403793,0.019215714
ENSDARG00000104435,36.13768291,2.468463516,0.729778509,3.382483158,0.000718337,0.011201761
ENSDARG00000090472,6.016032674,2.470308925,0.827500359,2.985266286,0.002833316,0.033197583
ENSDARG00000076520,4.720625963,2.470774266,0.828362556,2.982720849,0.002856984,0.033420001
ENSDARG00000012341,337.3046859,2.471921482,0.763096804,3.239328835,0.001198114,0.016842076
ENSDARG00000079912,35.65420891,2.472331593,0.693386175,3.565591129,0.000363037,0.006604742
ENSDARG00000017155,7.996246502,2.473969405,0.849574845,2.912008776,0.003591125,0.040058847
ENSDARG00000115887,4859.721061,2.477636992,0.60469688,4.097320617,4.18E-05,0.00113914
ENSDARG00000115610,139.8794049,2.479326974,0.819278893,3.026230744,0.002476233,0.030122254
ENSDARG00000055395,251.7860812,2.479857942,0.834269381,2.972490657,0.002953942,0.03436628
ENSDARG00000067549,19.50420778,2.480204603,0.732806833,3.384527124,0.00071301,0.011142642
